model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
Random Forest — All Features,373.79106212327594,94.39703488126135,563.8098814943988,154.0265649012071,0.438064813368267,0.16365273157106938
Random Forest — Without Calories History,490.49072826444194,69.74543853400118,655.9055072911708,96.82977623646686,0.23392601528474136,0.04705683695433092
